buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount
160,"CHALET DU PARC MACDONALD (JEU D'EAU.)","5355 Avenue  Clanranald , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","COTE-DES-NEIGES / N-D-DE-GRACE",1954,257.66,257.66,229.97,1,0,0
162,"CHALET DU PARC ROSEMARY-BROWN","6665 Avenue  McLynn , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","COTE-DES-NEIGES / N-D-DE-GRACE",1958,288.17,189.82,260.4,1,1,0
164,"PAVILLON DU PARC N-D-G","3501 Avenue  Marcil , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","COTE-DES-NEIGES / N-D-DE-GRACE",1931,358.3,205.32,313.6,1,1,0
165,"CHALET DU PARC GEORGES-ST-PIERRE","999 Avenue d' Oxford , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","COTE-DES-NEIGES / N-D-DE-GRACE",1970,416.27,201.26,383.3,1,1,0
167,"CHALET DU PARC WARREN-ALLMAND","4800 Avenue de Hampton , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","COTE-DES-NEIGES / N-D-DE-GRACE",1954,157.28,157.28,141.9,1,0,0
171,"STATION DE POMPAGE CRAIG (EX)","2000 Avenue  Viger E, Montréal","PROPRIÉTAIRE","Bâtiment vacant","Industriel","Entrepôt chauffé","VILLE-MARIE",1887,524.11,261.99,417.1,2,,0
173,"ABRI FERMÉ","2558 Boulevard de Maisonneuve E, Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",,13.09,30,13.09,1,0,0
174,"MARCHE AUX FLEURS, SQUARE ST-LOUIS","3601 Avenue  Laval , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Kiosque","PLATEAU MONT-ROYAL",1932,37,,37,1,0,0
175,"STATION COMPRESSEURS DE BIOGAZ NO.1 ET 2","2235 Rue  Michel-Jurdant E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Salle compresseurs (gaz)","VILLERAY/ST-MICHEL/PARC-EXTENS",2004,100,0,100,1,,
177,"CASERNE 48 / ED.EMMANUEL-ARTHUR-DOUCET","3616 Rue  Hochelaga , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","MERCIER/HOCHELAGA/ MAISONNEUVE",1931,2922.74,825.14,2587.1,4,1,1
179,"CHALET DU PARC LALANCETTE","2315 Rue  Nicolet , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",1931,569.85,182.51,518.13,2,0,0
181,"CHALET DU PARC R-PRÉFONTAINE","3150 Rue  Hochelaga , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",1954,267.3,250.7,250.7,1,0,0
182,"CHALET DU PARC BEAUCLERK","1855 Avenue  Émile-Legrand , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","MERCIER/HOCHELAGA/ MAISONNEUVE",1968,128.4,128.4,113.4,1,0,0
183,"CENTRE ROSEMONT","3131 Boulevard  Rosemont , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Bibliothèque","ROSEMONT / PETITE-PATRIE",1949,4229.03,1671.89,3545.1,3,1,1
185,"CHALET DU PARC C-S-CAMPBELL","1275 Rue  Alexandre-DeSève , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","VILLE-MARIE",1968,128.4,128.4,112.6,1,0,0
186,"CHALET DU PARC SAULT-AU-RÉCOLLET","10550 Rue  De Saint-Firmin , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","AHUNTSIC / CARTIERVILLE",1968,177.22,128.4,159.8,1,0,0
188,"RÉSERVOIR ROSEMONT","6405 Avenue  16e , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","ROSEMONT / PETITE-PATRIE",1958,679.39,121.74,476.2,2,1,0
189,"CHALET DU PARC DE L'UKRAINE (JEU D'EAU)","6041 Avenue  12e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ROSEMONT / PETITE-PATRIE",1940,80.73,80.73,70.5,1,0,0
190,"CASERNE NO 09","8100 Boulevard  Saint-Michel , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,2818.07,1140.23,2469.98,2,1,0
191,"CASERNE NO 29 (EX-POSTE 51)","5375 Avenue  1re , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","ROSEMONT / PETITE-PATRIE",1965,3759.63,1331.16,3548.36,3,1,0
192,"CASERNE NO 50","6490 Avenue  30e , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","ROSEMONT / PETITE-PATRIE",1956,978.76,426.68,842.26,2,1,0
193,"SERRE LOUIS-DUPIRE","5655 Boulevard  Pie-IX , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Serre de service et production","ROSEMONT / PETITE-PATRIE",1958,7404.85,4932.55,7080.1,1,1,1
194,"BIBLIOTHEQUE ST-MICHEL","7601 Rue  François-Perrault , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,2437.14,825.96,2284.1,2,1,1
195,"CHALET DU PARC BEAUBIEN (PATAUG.)","6633 Avenue  6e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ROSEMONT / PETITE-PATRIE",1954,274.37,267.94,255.93,1,0,0
196,"ARÉNA ST-MICHEL","3440 Rue  Jarry E, Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Aréna","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,8780.11,7335.21,8562.69,2,0,0
197,"CHALET DU PARC CITÉ-JARDIN (JEU D'EAU)","5220 Boulevard  Rosemont , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ROSEMONT / PETITE-PATRIE",1961,128.4,128.4,112.6,1,0,0
199,"ENTREPÔT DU PARC DE LA LOUISIANE","6244 Avenue  35e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1961,224.53,224.53,192.8,1,0,0
200,"CHALET PARC LE PÉLICAN","2590 Rue  Masson , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","ROSEMONT / PETITE-PATRIE",1962,387.02,274.99,342.41,1,1,0
201,"PAVILLON DES BAIGNEURS LE PÉLICAN (PISC)","2560 Rue  Masson , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ROSEMONT / PETITE-PATRIE",1962,282.98,282.98,259.1,1,0,0
203,"CHALET DU PARC NICOLAS-TILLEMONT","7833 Avenue des Érables , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","VILLERAY/ST-MICHEL/PARC-EXTENS",1961,304.08,214.63,274,1,1,0
204,"CHALET DU PARC LÉON-PROVANCHER","5555 Boulevard  Pie-IX , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Loisir communautaire","Chalet","ROSEMONT / PETITE-PATRIE",1959,291.99,191.3,260.7,1,1,0
205,"CHALET DU PARC ROSEMONT","5625 Rue d' Iberville (MTL) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ROSEMONT / PETITE-PATRIE",1965,128.55,128.55,113.1,1,0,0
206,"PAVILLON DES BAIGNEURS JOSEPH-PARÉ","6525 Avenue  41e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ROSEMONT / PETITE-PATRIE",1962,280.94,280.94,254.6,1,0,0
207,"KIOSQUE DE MUSIQUE PARC MOLSON","6550 Rue  Molson , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Kiosque d'information/musique","ROSEMONT / PETITE-PATRIE",1932,52.97,52.97,41.3,,1,0
210,"RÉSERVOIR DU SOMMET","1260 Chemin  Remembrance , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Réservoir d'eau","VILLE-MARIE",1962,87.25,21.45,62.5,1,2,0
211,"L'ÉDICULE DU RÉSERVOIR DE LA MONTAGNE","1216 Chemin  Remembrance , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","VILLE-MARIE",1978,45.22,11.42,28.8,1,2,0
212,"L'ENTREPÔT DU QUARTIER GÉNÉRAL DU SIM","4040 Avenue du Parc , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","VILLE-MARIE",1930,169.58,169.58,146.47,1,0,0
213,"QUARTIER GÉNÉRAL DU SIM","4040 Avenue du Parc , Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Espace à bureaux","VILLE-MARIE",1930,2886.35,1370.71,2728.31,1,1,0
214,"PAVILLON MORDECAI-RICHLER","4060 Avenue du Parc , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Kiosque d'information/musique","VILLE-MARIE",1931,55.66,55.66,55.66,1,0,0
216,"MAISON SMITH","1260 Chemin  Remembrance , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","VILLE-MARIE",1858,1154.09,297.94,952.3,3,1,0
217,"PAVILLON DU LAC-AUX-CASTORS","2000 Chemin  Remembrance , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","VILLE-MARIE",1956,965.7,496.6,897.2,2,0,1
218,"BÂTIMENT DE SERVICE PARC DU MONT-ROYAL","1800 Chemin  Remembrance , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage chauffé","VILLE-MARIE",1961,982.76,486.76,895.6,1,1,0
219,"CASERNE NO 10","1445 Rue  Saint-Mathieu , Montréal","COPROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","VILLE-MARIE",1931,1080.94,672.51,946.73,3,1,0
222,"STATION DE POMPAGE DES CEDRES ( BAS )","1194 Chemin  Remembrance , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","VILLE-MARIE",1931,52.72,24.19,40.9,1,1,0
224,"GARAGE COUR MARIE-ANNE","4280 Rue  De Bullion , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","PLATEAU MONT-ROYAL",1973,663.3,663.3,609.2,1,0,0
225,"MAISON BLANCHE","4480 Avenue du Parc , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Loisir communautaire","Centre communautaire et loisir","VILLE-MARIE",1930,303.78,190.1,271.42,2,1,0
226,"STATION DE POMPAGE CITÉ DU HAVRE (ÉG.)","60 Chemin des Moulins , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SUD-OUEST",1967,230.83,,191.05,1,0,0
227,"CHALET DU PARC PERCY-WALTERS","1451 Avenue du Docteur-Penfield , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","VILLE-MARIE",1948,33.12,33.12,27.5,1,0,0
228,"CAFÉ DE LA MAISON RONDE DU SQUARE CABOT","2330 Rue  Sainte-Catherine O, Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Marché public","VILLE-MARIE",1931,159.74,32.07,131.1,1,0,0
229,"CHAMBRE A VANNES VINCENT D'INDY (AQUE)","1525 Boulevard du Mont-Royal (OUT) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","OUTREMONT",1962,338.55,70.64,273.9,1,3,0
230,"CENTRE LAURIER","1115 Avenue  Laurier E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","PLATEAU MONT-ROYAL",1930,1087.76,358.44,958.9,2,1,0
231,"PAVILLON BAIGNEURS SIR WILFRID-LAURIER","5200 Rue  De Brébeuf , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","PLATEAU MONT-ROYAL",1962,378.5,378.5,344.14,1,0,0
237,"PAVILLON DE SERVICE SITE MARCHÉ ATWATER","2414 Avenue  Atwater , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Kiosque d'information/musique","SUD-OUEST",2001,81.8,81.8,68,1,,
239,"CHALET DU PARC DE MÉSY (PATAUG.)","12120 Rue  Grenet , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","AHUNTSIC / CARTIERVILLE",2004,657.9,600,604.4,1,1,0
240,"BIBLIOTHÈQUE MARC-FAVREAU","500 Boulevard  Rosemont , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","ROSEMONT / PETITE-PATRIE",2013,3619.45,1457.79,3340.58,3,1,0
242,"CHALET DU PARC SAINT-DAMASE GARY-LONGHI","7645 Avenue  20e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,245.69,119.12,220.9,1,1,0
244,"CHALET DU PARC SAINT-ÉDOUARD","6777 Rue  Saint-André , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ROSEMONT / PETITE-PATRIE",1936,373.25,373.25,339.3,1,0,0
246,"ATELIERS MUNICIPAUX VIAU","2269 Rue  Viau , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","MERCIER/HOCHELAGA/ MAISONNEUVE",1948,9200.45,8705.01,8928.4,2,,
248,"ATELIERS MUNICIPAUX ROUEN","5035 Rue de Rouen , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","MERCIER/HOCHELAGA/ MAISONNEUVE",1965,3847.1,,3816.2,2,,
251,"CHALET DU PARC WALTER STEWART","2455 Rue  Larivière , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","VILLE-MARIE",1968,79.69,79.69,70.7,1,0,0
252,"PAVILLON SERV.MÉDÉRIC-MARTIN (PATAUG.)","2255 Rue du Havre , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","VILLE-MARIE",1961,145.5,44.48,76.48,2,0,0
256,"CENTRE COMMUNAUTAIRE ST-RAYMOND","5600 Chemin  Upper Lachine , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","COTE-DES-NEIGES / N-D-DE-GRACE",1962,1608.27,872.42,1496.48,2,1,
257,"CHALET DU PARC DE LA BRUÈRE","2200 Rue  Liébert , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2004,135.91,0,121.8,1,,
259,"CHALET DU PARC SAINTE-LUCIE (PAT./PISC.)","9093 Avenue  16e , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","VILLERAY/ST-MICHEL/PARC-EXTENS",1962,442.28,221.14,406.4,1,1,0
260,"QUARTIER D'HIVER","3400 Boulevard des Trinitaires , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Loisir communautaire","Chalet","SUD-OUEST",1968,4052.2,2882.71,3760.32,2,1,1
261,"STATION DE POMPAGE ST-PAUL (ÉGOUTS)","1000 Rue  D'Argenson , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SUD-OUEST",1955,199.44,66.48,164.4,1,2,0
263,"CENTRE SPORTIF SAINT-CHARLES","1055 Rue d' Hibernia , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","SUD-OUEST",1960,5226.41,3654.9,4994.52,2,1,1
264,"MAISON DU JARDINIER","3150 Boulevard des Trinitaires , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","SUD-OUEST",,31,,31,1,0,0
265,"CHALET DU PARC PIERRE-BERNARD","3170 Boulevard  Pierre-Bernard , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2004,135.91,0,121.8,1,,
266,"BIBLIOTHÈQUE SAINT-CHARLES","1050 Rue d' Hibernia , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","SUD-OUEST",1892,1429.9,367.43,1252.6,3,1,1
268,"CENTRE BLOOMFIELD","7060 Avenue  Bloomfield , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","VILLERAY/ST-MICHEL/PARC-EXTENS",1922,552.43,283.1,488.19,1,1,0
270,"STATION DE POMPAGE MCTAVISH (RÉSERVOIR)","855 Avenue du Docteur-Penfield , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","VILLE-MARIE",1928,34410.68,27686.73,32693.86,6,1,1
271,"CHALET DU PARC ROUGEMONT","1900 Rue  Bossuet , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",1970,209.62,209.62,189,1,0,0
272,"CENTRE D'HISTOIRE DE MONTRÉAL","335 Rue  D'Youville , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Musée","VILLE-MARIE",1903,1803.23,527.44,1361.2,3,1,1
273,"CASERNE NO 25","1212 Rue  Drummond , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","VILLE-MARIE",1913,1531.56,437.59,1102.32,3,1,0
276,"ARÉNA SAINT-DONAT","6750 Rue de Marseille , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Aréna","MERCIER/HOCHELAGA/ MAISONNEUVE",1970,3374.63,2944.7,3257.99,2,0,0
279,"CHAMBRE A VANNES DE COURCELLE (ÉGOUTS)","4681 Rue  Saint-Ambroise , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (égouts)","SUD-OUEST",1961,153.67,153.67,129.1,1,0,0
280,"CASERNE NO 23/CENTRE ST-HENRI","523 Place  Saint-Henri , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","SUD-OUEST",1930,3208.82,945.79,2870.5,2,1,1
281,"EX-BIBLIOTHEQUE NOTRE-DAME","4700 Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Culturel","Bibliothèque","SUD-OUEST",1898,1256.13,303.3,874.2,4,1,1
282,"CHALET DU PARC LOUIS-CYR","205 Rue  Saint-Ferdinand , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","SUD-OUEST",1966,128.4,128.4,112.6,1,0,0
284,"PAVILLON DES BAIGNEURS SIR G.-É.-CARTIER","4550 Rue  Sainte-Émilie , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","SUD-OUEST",1962,553.49,282.98,500.9,1,0,0
285,"ÉDIFICE GASTON-MIRON","1210 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","VILLE-MARIE",1917,7411.66,1514.58,5770.3,3,2,2
286,"BUREAUX ET GARAGE SAINT-MICHEL","3699 Boulevard  Crémazie E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,1732.4,1021.34,1617.51,2,0,0
288,"CASERNE NO11 (EX)","1216 Rue  Ontario E, Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Administratif","Centre communautaire et loisir","VILLE-MARIE",1949,897,,897,3,1,0
290,"ÉDIFICE SHAMROCK (MARCHÉ JEAN-TALON)","7075 Avenue  Casgrain , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Marché public","ROSEMONT / PETITE-PATRIE",1932,1345.59,458.93,1041.2,3,1,0
291,"GARAGE COUR DE L'ÉPÉE","8675 Avenue de l' Épée (MTL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","VILLERAY/ST-MICHEL/PARC-EXTENS",1952,869.83,869.83,836.85,1,0,0
292,"MARCHÉ JEAN-TALON","7070 Avenue  Henri-Julien , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Marché public","ROSEMONT / PETITE-PATRIE",2004,17046.26,3257.98,15594.28,2,2,1
293,"CASERNE NO 31 (EX-POSTE 43)","7047 Rue  Saint-Dominique , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","ROSEMONT / PETITE-PATRIE",1931,2761.68,774.93,2562.67,4,1,0
294,"ÉDIFICE DU 7070 CASGRAIN","7070 Avenue  Casgrain , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Loisir communautaire","Espace à bureaux","ROSEMONT / PETITE-PATRIE",1936,216.64,164.47,178.74,1,1,0
295,"CASERNE NO 41/CENTRE OGILVY","7405 Avenue  Champagneur , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","VILLERAY/ST-MICHEL/PARC-EXTENS",1925,1927.5,760.9,1674.96,3,1,0
297,"ARÉNA DOUG-HARVEY (ANC. CONFÉDÉRATION)","4985 Avenue  West Hill , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Aréna","COTE-DES-NEIGES / N-D-DE-GRACE",1970,3728.89,3180.5,3587.77,2,0,0
299,"CHALET DU PARC SAINTE-YVETTE (PATAUG.)","8950 Avenue  10e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,155.46,74.84,133.4,1,1,0
300,"CASERNE NO 16","1041 Rue  Rachel E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","PLATEAU MONT-ROYAL",1891,1785.77,606.34,1533.23,3,1,1
301,"CASERNE NO14 (EX)","4247 Rue  Saint-Dominique , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Culturel","Centre communautaire et loisir","PLATEAU MONT-ROYAL",1912,1182.6,361.91,1018.41,1,,0
302,"BAIN LÉVESQUE","955 Rue  Marie-Anne E, Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Piscine intérieure","PLATEAU MONT-ROYAL",1908,1489.96,713.68,1122.6,2,1,0
303,"CHALET DU PARC OSCAR-PETERSON","810 Rue  Chatham , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","SUD-OUEST",1931,308.74,154.37,261.8,1,1,0
304,"CHALET DU PARC DE SIENNE","4151 Rue  53e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,155.06,73.87,131.47,1,1,0
308,"JEU D'EAU DU PARC SAINT-MICHEL","5155 Rue  Saint-Dominique , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","PLATEAU MONT-ROYAL",1967,100.45,,100.45,,,
311,"PAVILLON DES BAIGNEURS FRANÇOIS-PERRAULT","7525 Rue  François-Perrault , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,542.74,542.74,510.9,1,0,0
312,"PISCINE INT. DU PARC RENÉ-GOUPIL","4250 Rue du Parc-René-Goupil , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Piscine intérieure","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,1931.83,1399.71,1494.02,1,0,0
313,"VESPASIENNE","325 Avenue  Duluth O, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Vespasienne","PLATEAU MONT-ROYAL",1931,43.64,43.64,34.01,1,0,0
315,"ARÉNA AHUNTSIC","10560 Rue  Saint-Hubert , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Aréna","AHUNTSIC / CARTIERVILLE",1970,3795.7,3203.82,3659.37,2,0,0
316,"BAIN ST-MICHEL","5300 Rue  Saint-Dominique , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Culturel","Piscine intérieure","PLATEAU MONT-ROYAL",1936,1054.61,521.7,793.4,1,1,0
317,"CASERNE 33 / BIBLIO & M.CULT.MARIE-UGUAY","6040 Boulevard  Monk , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","SUD-OUEST",1960,3226.38,919.85,3020.06,3,1,1
318,"CENTRE SAINT-PAUL","1606 Avenue de l' Église , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Loisir communautaire","Centre communautaire et loisir","SUD-OUEST",1910,1923.11,523.2,1761.22,2,1,2
319,"STATION POMPAGE CHERRIER-AQU.","11460 Rue  Cherrier (MTE) ,","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","MONTRÉAL-EST",1954,49,,49,2,0,0
320,"PAVILLON DE LA SAVANE","5111 Rue  Paré , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","COTE-DES-NEIGES / N-D-DE-GRACE",2005,418.95,0,388.6,1,,
321,"CENTRE RÉCRÉATIF RIVIERE-DES-PRAIRIES","7650 Boulevard  Maurice-Duplessis , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Espace sports/loisirs","R-D-P / P-A-T",2004,2070.06,0,1980.71,3,,1
323,"GARAGE DE LA COUR LAURENTIEN","6100 Rue  De Pontgravé , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","AHUNTSIC / CARTIERVILLE",1972,676.91,650.75,641.57,1,0,0
324,"CHALET DU PARC CAMPBELL-OUEST","1990 Rue de Maricourt (MTL) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pavillon des baigneurs","SUD-OUEST",1930,303.28,248.51,265.3,1,1,0
326,"CHALET DU PARC CLIFFORD","1820 Avenue  Clifford , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","SUD-OUEST",1958,295.91,190.48,264.73,1,1,0
327,"CHALET DU PARC DE LA VÉRENDRYE","5900 Rue  Drake , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","SUD-OUEST",1954,501.9,1,456.2,2,0,0
328,"PAVILLON DU PARC GILBERT-LAYTON","6975 Avenue de Chester , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","COTE-DES-NEIGES / N-D-DE-GRACE",1970,439.47,208.2,408,1,1,0
329,"CHALET DU PARC IGNACE-BOURGET","5935 Avenue  De Montmagny , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","SUD-OUEST",1954,257.66,257.66,231.18,1,0,0
330,"CHALET DU PARC LAFOND (PATAUG.EXT.)","3500 Avenue  Laurier , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ROSEMONT / PETITE-PATRIE",1970,450.98,208.37,415.38,1,1,0
332,"JEU D'EAU DU PARC DU CURÉ-ALBERT-ARNOLD","6855 Rue  Hamilton , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","SUD-OUEST",1955,251,251,251,,,
333,"CHALET DU PARC MARIE-CLAIRE DAVELUY","12195 Avenue  Jean-Yves-Bigras , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","R-D-P / P-A-T",2005,77.3,0,64.3,1,,
