buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount
2328,"PATAUGEOIRE DU PARC ST-CLÉMENT","1855 Rue de Ville-Marie , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","MERCIER/HOCHELAGA/ MAISONNEUVE",1961,300,,300,,,
2329,"PISCINE EXT. DU PARC BALDWIN","2330 Rue  Rachel E, Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Piscine extérieure","PLATEAU MONT-ROYAL",1964,960,,960,,,
2330,"PISCINE IGNACE-BOURGET","Avenue  De Montmagny , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Piscine extérieure","SUD-OUEST",1964,930,,930,,,0
2331,"PISCINE EXT. PAUL-ÉMILE-SAUVAGEAU","9200 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Piscine extérieure","MERCIER/HOCHELAGA/ MAISONNEUVE",1962,767,,767,,,0
2332,"PISCINE EXT. DU PARC DE LA CONFÉDÉRATION","6265 Avenue  Biermans , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Piscine extérieure","COTE-DES-NEIGES / N-D-DE-GRACE",1964,947,,947,,,0
2333,"PATAUGEOIRE DU PARC DE GASPÉ","6655 Avenue  De Gaspé , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","ROSEMONT / PETITE-PATRIE",1965,103,,103,,,0
2334,"JEU D'EAU DU PARC SAINT-DONAT","6800 Rue de Marseille , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","MERCIER/HOCHELAGA/ MAISONNEUVE",1965,300,,300,,,
2335,"JEU D'EAU DU PARC LOYOLA","5027 Avenue  Doherty , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","COTE-DES-NEIGES / N-D-DE-GRACE",1957,336,,336,,,
2337,"PATAUGEOIRE DU PARC HENRI-JULIEN","9260 Rue  Saint-Denis , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","AHUNTSIC / CARTIERVILLE",1953,310,,310,,,
2339,"PATAUGEOIRE DU PARC DE MÉSY","12170 Rue  Grenet , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","AHUNTSIC / CARTIERVILLE",1958,200,,200,,,
2343,"PATAUGEOIRE DU PARC MARIA-GORETTI","490 Avenue  85e , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","R-D-P / P-A-T",,29.18,29.18,29.18,,,
2344,"PISCINE EXT. DU PARC MARIA-GORETTI","490 Avenue  85e , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Piscine extérieure","R-D-P / P-A-T",,160,,160,,,0
2345,"EX.PATAU. JEU D'EAU DU PARC MONTMARTRE","14555 Avenue  60e , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","R-D-P / P-A-T",1960,148.7,,148.7,,,
2346,"PATAUGEOIRE DU PARC SAINT-JEAN-BAPTISTE","Boulevard  Saint-Jean-Baptiste , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","R-D-P / P-A-T",,153,,153,,,
2347,"PATAUGEOIRE DU PARC ST-GEORGES","13000 Rue  Prince-Albert , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","R-D-P / P-A-T",,54,,54,,,
2348,"PISCINE EXT. DU PARC SAINT-GEORGES","13000 Rue  Prince-Albert , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Piscine extérieure","R-D-P / P-A-T",,671.88,671.88,671.88,,,0
2351,"EX.PATAU.JEU D'EAU DU PARC DES PINS","3995 Rue  42e , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","R-D-P / P-A-T",,29.51,29.51,29.51,,,
2355,"BALANCE COUR DE LOUVAIN","969 Rue de Louvain E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Balance","AHUNTSIC / CARTIERVILLE",1966,65,65,65,,,0
2356,"POMPE D'ESSENCE (NO 10), DES CARRIÈRES","1330 Rue des Carrières , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","ROSEMONT / PETITE-PATRIE",1995,240,240,240,,,0
2357,"POMPE D'ESSENCE (NO 5) COUR SAINT-MICHEL","3699 Boulevard  Crémazie E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,12,12,12,,,0
2358,"POMPE D'ESSENCE (NO 8) C.S.M. DICKSON","2220 Rue  Dickson , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","MERCIER/HOCHELAGA/ MAISONNEUVE",1996,240,240,240,1,0,0
2359,"POMPE D'ESSENCE (NO 3) COUR P.A.T.","3535 Avenue  36e , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","R-D-P / P-A-T",1972,240,240,240,,,0
2360,"CENTRE DE RÉCUPÉRATION MAT. RECYCLABLE","2240 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","VILLERAY/ST-MICHEL/PARC-EXTENS",1960,11050.8,8495.48,8360.09,2,0,0
2366,"JEUX D'EAU DU PARC RENÉ-GOUPIL","4250 Rue du Parc-René-Goupil , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","VILLERAY/ST-MICHEL/PARC-EXTENS",1968,78,,78,,,
2367,"CABANON HORTICOLE, JARDIN DES VIVACES","4455 Boulevard  Pie-IX , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1932,15.2,,15.2,1,0,0
2368,"JEU D'EAU DU PARC LIÉBERT","8055 Avenue  Pierre-De Coubertin , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","MERCIER/HOCHELAGA/ MAISONNEUVE",,300,,300,,,
2369,"BIBLIOTHEQUE MORDECAI-RICHLER","5434 Avenue du Parc , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","PLATEAU MONT-ROYAL",1992,2299.29,728.74,1697.8,3,1,1
2370,"JEU D'EAU DU PARC DES ROYAUX","Rue de Rouen , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","VILLE-MARIE",1948,468,,468,,,
2378,"ABRI FERMÉ, PARC PAUL-ÉMILE-LÉGER","1250 Rue  Chabanel , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Abri fermé","AHUNTSIC / CARTIERVILLE",,36,,36,,,0
2379,"ROULOTTE DE SOUTIEN COUR DE LOUVAIN","955 Place de Louvain E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","AHUNTSIC / CARTIERVILLE",,13.58,13.58,12.1,1,0,0
2383,"ENTREPÔT MATÉR.INFLAMM. C.S.M. DICKSON","2060 Rue  Dickson , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","MERCIER/HOCHELAGA/ MAISONNEUVE",1991,26.72,26.72,25.63,1,0,0
2387,"ABRI FERMÉ DU PARC DUPÉRÉ","4080 Rue  Saint-Donat , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Abri fermé","MERCIER/HOCHELAGA/ MAISONNEUVE",,27,,27,1,0,0
2388,"ENTRPOT, PARC LOUIS-RIEL","5645 Avenue de Carignan , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Kiosque","MERCIER/HOCHELAGA/ MAISONNEUVE",,9,,9,1,0,0
2390,"CENTRE JEAN-CLAUDE MALEPART","2633 Rue  Ontario E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","VILLE-MARIE",1995,7471.9,3659.27,6730.36,4,0,1
2394,"SOUS-STATION ÉLECT. PARC ST-GEORGES","13000 Rue  Prince-Albert , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","R-D-P / P-A-T",1997,10,,10,1,0,0
2396,"ENTREPÔT DE LA COUR POINTE-AUX-TREMBLES","3535 Avenue  36e , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","R-D-P / P-A-T",1991,5.83,5.83,4.9,1,0,0
2402,"BIODOME","4777 Avenue  Pierre-De Coubertin , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre scientifique","MERCIER/HOCHELAGA/ MAISONNEUVE",1976,34874.8,,34364.5,4,0,0
2403,"L'USINE DE DÉSENSACHAGE","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","VILLERAY/ST-MICHEL/PARC-EXTENS",2000,164.6,0,164.6,1,,
2405,"CENTRE MULTI-ETHNIQUE","3555 Rue  Saint-Urbain , Montréal","COPROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","PLATEAU MONT-ROYAL",1952,1760.14,857.19,1648.2,2,1,0
2406,"ÉDIFICE A BUREAUX RÉGION EST","3444 Rue  Saint-Joseph E, Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Espace à bureaux","ROSEMONT / PETITE-PATRIE",1975,1049.38,344.23,858.3,3,0,0
2407,"ÉDIFICE A BUREAUX (ATELIER DE PLOMBERIE)","3444 Rue  Saint-Joseph E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","ROSEMONT / PETITE-PATRIE",1975,264.01,264.01,245.6,1,0,0
2413,"GUÉRITE # 1","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Kiosque","ROSEMONT / PETITE-PATRIE",1991,10,,10,1,0,
2414,"GUÉRITE # 2","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","ROSEMONT / PETITE-PATRIE",1991,10,,10,1,0,
2416,"GUÉRITE # 3","Boulevard  Rosemont , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Kiosque","ROSEMONT / PETITE-PATRIE",1991,10,,10,1,0,
2422,"ENTREPÔT HORTICULT. JARDIN JAPONAIS","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1990,19,,18.7,1,0,
2423,"PAVILLON D'ÉTÉ ""SOÂN"" DU JARDIN JAPONAIS","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1990,9,,9,1,0,
2424,"PAVILLON D'ÉTÉ ""SUKIYA"", JARDIN JAPONAIS","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1990,48.4,,48.4,1,0,
2425,"SERRES ""COMPLEXE C"" DU JARDIN BOTANIQUE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Serre de service et production","ROSEMONT / PETITE-PATRIE",1992,3850.99,3850.99,3818.3,1,,0
2426,"ENTREPÔT, COUR LAURENTIEN","6100 Rue  De Pontgravé , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","AHUNTSIC / CARTIERVILLE",,38.01,38.01,35.7,1,0,0
2429,"CHAMBRE A VANNES DE CHÂTEAUFORT (RÉS.)","6200 Avenue de Darlington , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","COTE-DES-NEIGES / N-D-DE-GRACE",1979,83.14,58.09,60,1,1,
2431,"CASERNE NO 45","5100 Rue  Hochelaga , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","MERCIER/HOCHELAGA/ MAISONNEUVE",1995,1580.11,915.26,1458.33,3,0,0
2435,"STATION DE POMPAGE SUD","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","VILLERAY/ST-MICHEL/PARC-EXTENS",2000,54.78,0,46.1,1,,
2436,"SALLE DES COMPRESSEURS #  3, 4, 5, 6","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Salle compresseurs (gaz)","VILLERAY/ST-MICHEL/PARC-EXTENS",2000,247.29,0,237.7,1,,
2438,"POSTE ÉLECTRIQUE DES COMPRESSEURS","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Sous-station électrique","VILLERAY/ST-MICHEL/PARC-EXTENS",2000,96.05,0,86.6,1,,
2440,"POSTE ÉLECTRIQUE STATION DE POMPAGE NORD","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Sous-station électrique","VILLERAY/ST-MICHEL/PARC-EXTENS",2000,17.86,0,14.3,1,,
2441,"PAVILLON HALL YIYU DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,105.6,,105.6,1,,
2442,"TOUR LIU QING DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,64.8,32.4,64.8,2,,
2443,"BATEAU DE PIERRES DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,22.21,14.2,22.21,2,,
2444,"PORTE JIA HUA DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,337.5,,337.5,1,,
2445,"PAVILLON YI MIAN DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,8.9,,8.9,1,,
2446,"PAVILLON LU YING DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,21.8,,21.8,1,,0
2447,"STATION DE POMPAGE DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","ROSEMONT / PETITE-PATRIE",1991,4,4,4,,1,
2448,"PAV-JARDINIER- JARDIN DE CHINE-TOILETTES","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,57.2,,43.4,1,,0
2449,"CHALET DU PARC DANIEL-JOHNSON","1500 Boulevard du Tricentenaire , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","R-D-P / P-A-T",1992,56.04,56.04,45.4,1,,0
2451,"STATION ELEC.,PATIN.EXT.ÉCOLE M.A.FORTIN","7487 Avenue  André-Ampère , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","R-D-P / P-A-T",1993,2,2,2,,,
2452,"MUSÉE POINTE-À-CALLIÈRE - ÉD. ÉPERON","350 Place  Royale , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Musée","VILLE-MARIE",1992,9703.97,1278.62,9109.3,6,2,
2453,"CENTRE INTERCULTUREL STRATHEARN","3680 Rue  Jeanne-Mance , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre communautaire et loisir","PLATEAU MONT-ROYAL",1910,4846.62,1154.45,4381.8,4,1,0
2454,"MAISON DE L'ARBRE, JARDIN BOT.","4500 Boulevard  Rosemont E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Musée","ROSEMONT / PETITE-PATRIE",1996,950.8,,809.1,2,,
2459,"BIBLIOTHÈQUE RIVIÈRE-DES-PRAIRIES","9001 Boulevard  Perras , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","R-D-P / P-A-T",1995,2694.68,1346.4,2637.9,1,1,0
2460,"POMPE D'ESSENCE DU JARDIN BOTANIQUE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","ROSEMONT / PETITE-PATRIE",1989,240,240,240,,,
2461,"CHALET DU PARC DE ÉCOLE SECONDAIRE PAT","15180 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","R-D-P / P-A-T",2021,71.36,71.36,60.5,1,0,0
2462,"KIOSQUE DE PERCEPTION TERRAINS TENNIS","15170 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Kiosque","R-D-P / P-A-T",,10.56,10.56,8.12,1,,
2463,"CENTRE SPORTIF DE LA PETITE-BOURGOGNE","1825 Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","SUD-OUEST",1997,4839.53,3443.7,4211.4,2,1,
2464,"CENTRE SPORTIF CÔTE-DES-NEIGES","4880 Avenue  Van Horne , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","COTE-DES-NEIGES / N-D-DE-GRACE",1997,6301.61,4373.36,5489.22,1,2,
2467,"POMPE D'ESSENCE (NO 52) RIV-DES-PRAIRIES","9255 Boulevard  Henri-Bourassa E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","R-D-P / P-A-T",1995,77,77,77,,,
2469,"POMPE D'ESSENCE (NO 43) COUR POINCARÉ","999 Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","AHUNTSIC / CARTIERVILLE",1995,600,600,600,,,
2471,"POMPE D'ESSENCE (NO 57), COUR LAURENTIEN","6100 Rue  De Pontgravé , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","AHUNTSIC / CARTIERVILLE",1995,240,240,240,,,
2472,"POMPE D'ESSENCE N 55,CH. CÔTE-DES-NEIGES","4180 Chemin de la Côte-des-Neiges , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","VILLE-MARIE",1995,170,170,170,,,
2473,"POMPE D'ESSENCE (NO 56), COUR DARLINGTON","6900 Avenue de Darlington , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","COTE-DES-NEIGES / N-D-DE-GRACE",1995,61.7,,61.7,,,
2475,"POMPE D'ESSENCE NO 54 (EX-COUR VIGER)",", Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","VILLE-MARIE",1995,1,,1,,,
2476,"POMPE D'ESSENCE (NO 53) STE-CATHERINE","2915 Rue  Sainte-Catherine E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","MERCIER/HOCHELAGA/ MAISONNEUVE",1995,240,240,240,,,
2477,"POMPE D'ESSENCE, ILE SAINTE-HÉLÈNE",", Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","VILLE-MARIE",1995,1,,1,,,
2479,"GUERITE COUR DE VOIRIE STE-CATHERINE","2900 Rue  Sainte-Catherine E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","MERCIER/HOCHELAGA/ MAISONNEUVE",,8,,8,1,,
2480,"GUERITE USINE ATWATER (RUE JOSEPH)","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","SUD-OUEST",1991,17.5,,17.5,1,,
2483,"CENTRE OPÉRATIONNEL DU CESM","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","VILLERAY/ST-MICHEL/PARC-EXTENS",2001,3456.18,,3309.6,2,,
2484,"BÂTIMENT DE LAVAGE DU CESM","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Lave-véhicule","VILLERAY/ST-MICHEL/PARC-EXTENS",2001,354.45,,323.6,1,,
2485,"STATION DE POMPAGE NORD","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","VILLERAY/ST-MICHEL/PARC-EXTENS",2005,154.6,0,129.6,1,1,
2488,"ABRI À SEL / ABRASIFS COUR RDP","9255 Boulevard  Henri-Bourassa E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Abri à abrasif","R-D-P / P-A-T",2007,306.25,0,306.25,,,
2490,"GUÉRITE USINE ATWATER (RUE DUPUIS)","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","SUD-OUEST",2008,55.93,55.93,45.94,1,,
2491,"PAVILLON STADE GARY-CARTER","10655 Rue  Lajeunesse , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Espace sports/loisirs","AHUNTSIC / CARTIERVILLE",2010,47.9,40.1,40.1,,,
2492,"ENTREPÔT COUR DE SERVICE SUD-OUEST","4000 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Industriel","Entrepôt chauffé","SUD-OUEST",,6000,1,6000,,,
2493,"PAVILLON DE SOCCER","200 Rue  Jarry O, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","VILLERAY/ST-MICHEL/PARC-EXTENS",1997,206.74,206.74,191.3,1,0,
2496,"ENTREPÔT TERR. SOCCER DU PARC H.-JULIEN","Rue  Saint-Denis , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","AHUNTSIC / CARTIERVILLE",1999,8.47,8.47,6.8,1,0,
2497,"CASSE-CROUTE DU TERRAIN DE SOCCER","Avenue  Christophe-Colomb , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Restaurant","AHUNTSIC / CARTIERVILLE",1976,85,,85,1,,
2499,"ABRI OUVERT (8), PARC ÉTIENNE-DESMARTEAU","Rue de Bellechasse , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Abri ouvert","ROSEMONT / PETITE-PATRIE",1976,1,,1,0,,
2500,"REMISE, JARDIN COMMUNAUTAIRE","Boulevard  Rosemont , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","ROSEMONT / PETITE-PATRIE",,13.63,,12.2,1,,
2501,"POSTE DE SURVEILLANCE MÉTÉOROLOGIQUE","Boulevard  Rosemont , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","ROSEMONT / PETITE-PATRIE",,8.22,,7.1,1,,
2502,"ENTREPÔT, JARDIN NOURRICIER","Boulevard  Pie-IX , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1959,32.66,32.66,32.66,1,,
2503,"CABANON HORTICOLE, JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1991,55,,55,2,,
2504,"CABANON HORTICOLE ARBORETUM","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","ROSEMONT / PETITE-PATRIE",2000,28,28,24.79,,,
2509,"CAB.HORTI-JARDIN DES PLANTES MÉDICINALES","4101 Rue  Sherbrooke , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1990,22.76,,22.76,1,,
2510,"CABANON HORTICOLE - JARDIN DES JEUNES","4101 Rue  Sherbrooke , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",2000,47.38,47.38,47.38,,,
2512,"CABANON HORTICOLE, ROSERAIE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1995,47.04,47.04,47.04,1,,
2514,"GUÉRITES CHARLAND - FRANCON(2)","Boulevard  Saint-Michel , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","VILLERAY/ST-MICHEL/PARC-EXTENS",2002,22.48,22.48,18.6,1,,
2515,"ABRI FERMÉ PRÈS POMPE ESSENCE NO 10","1330 Rue des Carrières , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","ROSEMONT / PETITE-PATRIE",1995,6.7,,5.3,1,0,
2522,"ENTREPÔT DU COMPLEXE NOTRE-DAME","6000 Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","SUD-OUEST",1992,384.44,384.44,370.49,1,0,
2525,"ABRI JARDIN COMM. DU PARC MÉDÉRIC-MARTIN","Avenue  Gascon , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Abri fermé","VILLE-MARIE",1990,16,,16,1,,
2530,"ENTREPOT DU GOLF MUNICIPAL","4235 Rue  Viau , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","ROSEMONT / PETITE-PATRIE",1991,46,,46,1,,
2532,"ENTREPÔT R.D.D. ÉCO-CENTRE ACADIE","1200 Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","AHUNTSIC / CARTIERVILLE",1997,19.3,0,19.3,1,,
2534,"MARCHÉ MAISONNEUVE ( NOUVEAU )","4445 Rue  Ontario E, Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Marché public","MERCIER/HOCHELAGA/ MAISONNEUVE",1996,1273.5,,1273.5,1,,
2535,"CHALET DU PARC DE LA PROMENADE-BELLERIVE","8300 Rue  Bellerive , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",1997,173.95,173.95,153.5,1,0,
2537,"ENTREPÔT EN TÔLE ""OUEST"",COUR SERV.N.D.","6000 Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage chauffé","SUD-OUEST",1991,101.66,101.66,95.41,1,0,
2538,"ENTREPÔT EN TÔLE ""EST"", COUR SERV. N.D.","6000 Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage chauffé","SUD-OUEST",1991,101.66,101.66,95.41,1,0,
2539,"SOUS-STATION ÉLECT., COMPLEXE NOTRE-DAME","6000 Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","SUD-OUEST",1969,1,,1,,,
2543,"CHALET DU PARC CHAMPDORÉ","2400 Rue  Champdoré , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","VILLERAY/ST-MICHEL/PARC-EXTENS",1998,147.74,147.74,131.1,1,0,
2544,"ABRI-OUVERT (4 SUPPORTS D'ÉPANDEUSES)","3569 Rue  Jarry E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chevalet d'estivation","VILLERAY/ST-MICHEL/PARC-EXTENS",1990,120,,120,,,
2545,"ABRI-OUVERT (2 SUPPORTS D'ÉPANDEUSES)","3569 Rue  Jarry E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chevalet d'estivation","VILLERAY/ST-MICHEL/PARC-EXTENS",1990,60,,60,,,
